subgroup,Race,Sex,Age,diseases,count,crude_SE,population,Age_label,Sex_label,Race_label
38,2,2,5,PVD_medSBP,111,0,3581448.241,65-74,Male,NHB
39,3,2,5,PVD_medSBP,33,0,2747835.288,65-74,Male,HIS
40,4,2,5,PVD_medSBP,9,0,2068595.105,65-74,Male,OTH
41,1,1,6,PVD_medSBP,2516,0,6792401.836,75+,Female,NHW
42,2,1,6,PVD_medSBP,357,0,2253842.427,75+,Female,NHB
43,3,1,6,PVD_medSBP,139,0,1204107.598,75+,Female,HIS
44,4,1,6,PVD_medSBP,56,0,1296731.26,75+,Female,OTH
45,1,2,6,PVD_medSBP,1607,0,7162896.482,75+,Male,NHW
46,2,2,6,PVD_medSBP,218,0,1914222.336,75+,Male,NHB
47,3,2,6,PVD_medSBP,89,0,987985.7216,75+,Male,HIS
48,4,2,6,PVD_medSBP,29,0,1080609.383,75+,Male,OTH
1,1,1,1,RHD,10,0,4445935.747,25-34,Female,NHW
2,2,1,1,RHD,7,0,3828444.671,25-34,Female,NHB
3,3,1,1,RHD,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,RHD,5,0,3674071.902,25-34,Female,OTH
5,1,2,1,RHD,8,0,4415061.193,25-34,Male,NHW
6,2,2,1,RHD,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,RHD,4,0,3087455.38,25-34,Male,HIS
8,4,2,1,RHD,2,0,3457950.026,25-34,Male,OTH
9,1,1,2,RHD,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,RHD,8,0,3427075.472,35-44,Female,NHB
11,3,1,2,RHD,2,0,4260688.424,35-44,Female,HIS
12,4,1,2,RHD,2,0,3056580.826,35-44,Female,OTH
13,1,2,2,RHD,17,0,3612322.795,35-44,Male,NHW
14,2,2,2,RHD,8,0,2747835.288,35-44,Male,NHB
15,3,2,2,RHD,4,0,3087455.38,35-44,Male,HIS
16,4,2,2,RHD,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,RHD,37,0,4075441.102,45-54,Female,NHW
18,2,1,3,RHD,21,0,3334451.81,45-54,Female,NHB
19,3,1,3,RHD,7,0,3457950.026,45-54,Female,HIS
20,4,1,3,RHD,3,0,3396200.918,45-54,Female,OTH
21,1,2,3,RHD,41,0,3859319.225,45-54,Male,NHW
22,2,2,3,RHD,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,RHD,8,0,2963957.165,45-54,Male,HIS
24,4,2,3,RHD,7,0,3550573.687,45-54,Male,OTH
25,1,1,4,RHD,130,0,5248674.146,55-64,Female,NHW
26,2,1,4,RHD,31,0,5372172.361,55-64,Female,NHB
27,3,1,4,RHD,15,0,4939928.608,55-64,Female,HIS
28,4,1,4,RHD,18,0,4075441.102,55-64,Female,OTH
29,1,2,4,RHD,87,0,5742667.007,55-64,Male,NHW
30,2,2,4,RHD,9,0,4723806.731,55-64,Male,NHB
31,3,2,4,RHD,16,0,4569433.962,55-64,Male,HIS
32,4,2,4,RHD,7,0,3334451.81,55-64,Male,OTH
33,1,1,5,RHD,269,0,4939928.608,65-74,Female,NHW
34,2,1,5,RHD,39,0,3087455.38,65-74,Female,NHB
35,3,1,5,RHD,33,0,3056580.826,65-74,Female,HIS
36,4,1,5,RHD,17,0,2037720.551,65-74,Female,OTH
37,1,2,5,RHD,149,0,5804416.114,65-74,Male,NHW
38,2,2,5,RHD,20,0,3581448.241,65-74,Male,NHB
39,3,2,5,RHD,5,0,2747835.288,65-74,Male,HIS
40,4,2,5,RHD,17,0,2068595.105,65-74,Male,OTH
41,1,1,6,RHD,1240,0,6792401.836,75+,Female,NHW
42,2,1,6,RHD,62,0,2253842.427,75+,Female,NHB
43,3,1,6,RHD,60,0,1204107.598,75+,Female,HIS
44,4,1,6,RHD,33,0,1296731.26,75+,Female,OTH
45,1,2,6,RHD,539,0,7162896.482,75+,Male,NHW
46,2,2,6,RHD,11,0,1914222.336,75+,Male,NHB
47,3,2,6,RHD,12,0,987985.7216,75+,Male,HIS
48,4,2,6,RHD,16,0,1080609.383,75+,Male,OTH
1,1,1,1,RHD_medBMI,10,0,4445935.747,25-34,Female,NHW
2,2,1,1,RHD_medBMI,7,0,3828444.671,25-34,Female,NHB
3,3,1,1,RHD_medBMI,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,RHD_medBMI,5,0,3674071.902,25-34,Female,OTH
5,1,2,1,RHD_medBMI,8,0,4415061.193,25-34,Male,NHW
6,2,2,1,RHD_medBMI,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,RHD_medBMI,4,0,3087455.38,25-34,Male,HIS
8,4,2,1,RHD_medBMI,2,0,3457950.026,25-34,Male,OTH
9,1,1,2,RHD_medBMI,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,RHD_medBMI,8,0,3427075.472,35-44,Female,NHB
11,3,1,2,RHD_medBMI,2,0,4260688.424,35-44,Female,HIS
12,4,1,2,RHD_medBMI,2,0,3056580.826,35-44,Female,OTH
13,1,2,2,RHD_medBMI,17,0,3612322.795,35-44,Male,NHW
14,2,2,2,RHD_medBMI,8,0,2747835.288,35-44,Male,NHB
15,3,2,2,RHD_medBMI,4,0,3087455.38,35-44,Male,HIS
16,4,2,2,RHD_medBMI,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,RHD_medBMI,37,0,4075441.102,45-54,Female,NHW
18,2,1,3,RHD_medBMI,21,0,3334451.81,45-54,Female,NHB
19,3,1,3,RHD_medBMI,7,0,3457950.026,45-54,Female,HIS
20,4,1,3,RHD_medBMI,3,0,3396200.918,45-54,Female,OTH
21,1,2,3,RHD_medBMI,41,0,3859319.225,45-54,Male,NHW
22,2,2,3,RHD_medBMI,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,RHD_medBMI,8,0,2963957.165,45-54,Male,HIS
24,4,2,3,RHD_medBMI,7,0,3550573.687,45-54,Male,OTH
25,1,1,4,RHD_medBMI,130,0,5248674.146,55-64,Female,NHW
26,2,1,4,RHD_medBMI,31,0,5372172.361,55-64,Female,NHB
27,3,1,4,RHD_medBMI,15,0,4939928.608,55-64,Female,HIS
28,4,1,4,RHD_medBMI,18,0,4075441.102,55-64,Female,OTH
29,1,2,4,RHD_medBMI,87,0,5742667.007,55-64,Male,NHW
30,2,2,4,RHD_medBMI,9,0,4723806.731,55-64,Male,NHB
31,3,2,4,RHD_medBMI,16,0,4569433.962,55-64,Male,HIS
32,4,2,4,RHD_medBMI,7,0,3334451.81,55-64,Male,OTH
33,1,1,5,RHD_medBMI,269,0,4939928.608,65-74,Female,NHW
34,2,1,5,RHD_medBMI,39,0,3087455.38,65-74,Female,NHB
35,3,1,5,RHD_medBMI,33,0,3056580.826,65-74,Female,HIS
36,4,1,5,RHD_medBMI,17,0,2037720.551,65-74,Female,OTH
37,1,2,5,RHD_medBMI,149,0,5804416.114,65-74,Male,NHW
38,2,2,5,RHD_medBMI,20,0,3581448.241,65-74,Male,NHB
39,3,2,5,RHD_medBMI,5,0,2747835.288,65-74,Male,HIS
40,4,2,5,RHD_medBMI,17,0,2068595.105,65-74,Male,OTH
41,1,1,6,RHD_medBMI,1240,0,6792401.836,75+,Female,NHW
42,2,1,6,RHD_medBMI,62,0,2253842.427,75+,Female,NHB
43,3,1,6,RHD_medBMI,60,0,1204107.598,75+,Female,HIS
44,4,1,6,RHD_medBMI,33,0,1296731.26,75+,Female,OTH
45,1,2,6,RHD_medBMI,539,0,7162896.482,75+,Male,NHW
46,2,2,6,RHD_medBMI,11,0,1914222.336,75+,Male,NHB
47,3,2,6,RHD_medBMI,12,0,987985.7216,75+,Male,HIS
48,4,2,6,RHD_medBMI,16,0,1080609.383,75+,Male,OTH
1,1,1,1,RHD_medSBP,10,0,4445935.747,25-34,Female,NHW
2,2,1,1,RHD_medSBP,7,0,3828444.671,25-34,Female,NHB
3,3,1,1,RHD_medSBP,1,0,3056580.826,25-34,Female,HIS
4,4,1,1,RHD_medSBP,5,0,3674071.902,25-34,Female,OTH
5,1,2,1,RHD_medSBP,8,0,4415061.193,25-34,Male,NHW
6,2,2,1,RHD_medSBP,2,0,2871333.503,25-34,Male,NHB
7,3,2,1,RHD_medSBP,4,0,3087455.38,25-34,Male,HIS
8,4,2,1,RHD_medSBP,2,0,3457950.026,25-34,Male,OTH
9,1,1,2,RHD_medSBP,14,0,4476810.301,35-44,Female,NHW
10,2,1,2,RHD_medSBP,8,0,3427075.472,35-44,Female,NHB
11,3,1,2,RHD_medSBP,2,0,4260688.424,35-44,Female,HIS
12,4,1,2,RHD_medSBP,2,0,3056580.826,35-44,Female,OTH
13,1,2,2,RHD_medSBP,17,0,3612322.795,35-44,Male,NHW
14,2,2,2,RHD_medSBP,8,0,2747835.288,35-44,Male,NHB
15,3,2,2,RHD_medSBP,4,0,3087455.38,35-44,Male,HIS
16,4,2,2,RHD_medSBP,2,0,2840458.95,35-44,Male,OTH
17,1,1,3,RHD_medSBP,37,0,4075441.102,45-54,Female,NHW
18,2,1,3,RHD_medSBP,21,0,3334451.81,45-54,Female,NHB
19,3,1,3,RHD_medSBP,7,0,3457950.026,45-54,Female,HIS
20,4,1,3,RHD_medSBP,3,0,3396200.918,45-54,Female,OTH
21,1,2,3,RHD_medSBP,41,0,3859319.225,45-54,Male,NHW
22,2,2,3,RHD_medSBP,16,0,3210953.595,45-54,Male,NHB
23,3,2,3,RHD_medSBP,8,0,2963957.165,45-54,Male,HIS
24,4,2,3,RHD_medSBP,7,0,3550573.687,45-54,Male,OTH
25,1,1,4,RHD_medSBP,130,0,5248674.146,55-64,Female,NHW
26,2,1,4,RHD_medSBP,31,0,5372172.361,55-64,Female,NHB
27,3,1,4,RHD_medSBP,15,0,4939928.608,55-64,Female,HIS
28,4,1,4,RHD_medSBP,18,0,4075441.102,55-64,Female,OTH
29,1,2,4,RHD_medSBP,87,0,5742667.007,55-64,Male,NHW
30,2,2,4,RHD_medSBP,9,0,4723806.731,55-64,Male,NHB
31,3,2,4,RHD_medSBP,16,0,4569433.962,55-64,Male,HIS
32,4,2,4,RHD_medSBP,7,0,3334451.81,55-64,Male,OTH
33,1,1,5,RHD_medSBP,269,0,4939928.608,65-74,Female,NHW
34,2,1,5,RHD_medSBP,39,0,3087455.38,65-74,Female,NHB
35,3,1,5,RHD_medSBP,33,0,3056580.826,65-74,Female,HIS
36,4,1,5,RHD_medSBP,17,0,2037720.551,65-74,Female,OTH
37,1,2,5,RHD_medSBP,149,0,5804416.114,65-74,Male,NHW
38,2,2,5,RHD_medSBP,20,0,3581448.241,65-74,Male,NHB
39,3,2,5,RHD_medSBP,5,0,2747835.288,65-74,Male,HIS
40,4,2,5,RHD_medSBP,17,0,2068595.105,65-74,Male,OTH
41,1,1,6,RHD_medSBP,1240,0,6792401.836,75+,Female,NHW
42,2,1,6,RHD_medSBP,62,0,2253842.427,75+,Female,NHB
43,3,1,6,RHD_medSBP,60,0,1204107.598,75+,Female,HIS
44,4,1,6,RHD_medSBP,33,0,1296731.26,75+,Female,OTH
45,1,2,6,RHD_medSBP,539,0,7162896.482,75+,Male,NHW
46,2,2,6,RHD_medSBP,11,0,1914222.336,75+,Male,NHB
47,3,2,6,RHD_medSBP,12,0,987985.7216,75+,Male,HIS
48,4,2,6,RHD_medSBP,16,0,1080609.383,75+,Male,OTH
1,1,1,1,SCC,16,0,4445935.747,25-34,Female,NHW
2,2,1,1,SCC,3.5,0,3828444.671,25-34,Female,NHB
3,3,1,1,SCC,4.5,0,3056580.826,25-34,Female,HIS
4,4,1,1,SCC,2,0,3674071.902,25-34,Female,OTH
5,1,2,1,SCC,66.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,SCC,12.5,0,2871333.503,25-34,Male,NHB
7,3,2,1,SCC,18.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,SCC,8.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,SCC,16,0,4476810.301,35-44,Female,NHW
10,2,1,2,SCC,3.5,0,3427075.472,35-44,Female,NHB
11,3,1,2,SCC,4.5,0,4260688.424,35-44,Female,HIS
12,4,1,2,SCC,2,0,3056580.826,35-44,Female,OTH
13,1,2,2,SCC,66.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,SCC,12.5,0,2747835.288,35-44,Male,NHB
15,3,2,2,SCC,18.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,SCC,8.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,SCC,126,0,4075441.102,45-54,Female,NHW
18,2,1,3,SCC,26,0,3334451.81,45-54,Female,NHB
19,3,1,3,SCC,25,0,3457950.026,45-54,Female,HIS
20,4,1,3,SCC,12,0,3396200.918,45-54,Female,OTH
21,1,2,3,SCC,514,0,3859319.225,45-54,Male,NHW
22,2,2,3,SCC,48,0,3210953.595,45-54,Male,NHB
23,3,2,3,SCC,64,0,2963957.165,45-54,Male,HIS
24,4,2,3,SCC,33,0,3550573.687,45-54,Male,OTH
25,1,1,4,SCC,260,0,5248674.146,55-64,Female,NHW
26,2,1,4,SCC,49,0,5372172.361,55-64,Female,NHB
27,3,1,4,SCC,41,0,4939928.608,55-64,Female,HIS
28,4,1,4,SCC,20,0,4075441.102,55-64,Female,OTH
29,1,2,4,SCC,1325,0,5742667.007,55-64,Male,NHW
30,2,2,4,SCC,104,0,4723806.731,55-64,Male,NHB
31,3,2,4,SCC,106,0,4569433.962,55-64,Male,HIS
32,4,2,4,SCC,55,0,3334451.81,55-64,Male,OTH
33,1,1,5,SCC,450,0,4939928.608,65-74,Female,NHW
34,2,1,5,SCC,43.5,0,3087455.38,65-74,Female,NHB
35,3,1,5,SCC,41.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,SCC,28.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,SCC,1619,0,5804416.114,65-74,Male,NHW
38,2,2,5,SCC,75.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,SCC,93,0,2747835.288,65-74,Male,HIS
40,4,2,5,SCC,58.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,SCC,450,0,6792401.836,75+,Female,NHW
42,2,1,6,SCC,43.5,0,2253842.427,75+,Female,NHB
43,3,1,6,SCC,41.5,0,1204107.598,75+,Female,HIS
44,4,1,6,SCC,28.5,0,1296731.26,75+,Female,OTH
45,1,2,6,SCC,1619,0,7162896.482,75+,Male,NHW
46,2,2,6,SCC,75.5,0,1914222.336,75+,Male,NHB
47,3,2,6,SCC,93,0,987985.7216,75+,Male,HIS
48,4,2,6,SCC,58.5,0,1080609.383,75+,Male,OTH
1,1,1,1,SCNC,98.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,SCNC,58,0,3828444.671,25-34,Female,NHB
3,3,1,1,SCNC,87,0,3056580.826,25-34,Female,HIS
4,4,1,1,SCNC,34,0,3674071.902,25-34,Female,OTH
5,1,2,1,SCNC,83.5,0,4415061.193,25-34,Male,NHW
6,2,2,1,SCNC,41,0,2871333.503,25-34,Male,NHB
7,3,2,1,SCNC,70.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,SCNC,23.5,0,3457950.026,25-34,Male,OTH
9,1,1,2,SCNC,98.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,SCNC,58,0,3427075.472,35-44,Female,NHB
11,3,1,2,SCNC,87,0,4260688.424,35-44,Female,HIS
12,4,1,2,SCNC,34,0,3056580.826,35-44,Female,OTH
13,1,2,2,SCNC,83.5,0,3612322.795,35-44,Male,NHW
14,2,2,2,SCNC,41,0,2747835.288,35-44,Male,NHB
15,3,2,2,SCNC,70.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,SCNC,23.5,0,2840458.95,35-44,Male,OTH
17,1,1,3,SCNC,359,0,4075441.102,45-54,Female,NHW
18,2,1,3,SCNC,189,0,3334451.81,45-54,Female,NHB
19,3,1,3,SCNC,220,0,3457950.026,45-54,Female,HIS
20,4,1,3,SCNC,100,0,3396200.918,45-54,Female,OTH
21,1,2,3,SCNC,373,0,3859319.225,45-54,Male,NHW
22,2,2,3,SCNC,217,0,3210953.595,45-54,Male,NHB
23,3,2,3,SCNC,248,0,2963957.165,45-54,Male,HIS
24,4,2,3,SCNC,96,0,3550573.687,45-54,Male,OTH
25,1,1,4,SCNC,748,0,5248674.146,55-64,Female,NHW
26,2,1,4,SCNC,258,0,5372172.361,55-64,Female,NHB
27,3,1,4,SCNC,257,0,4939928.608,55-64,Female,HIS
28,4,1,4,SCNC,136,0,4075441.102,55-64,Female,OTH
29,1,2,4,SCNC,853,0,5742667.007,55-64,Male,NHW
30,2,2,4,SCNC,503,0,4723806.731,55-64,Male,NHB
31,3,2,4,SCNC,309,0,4569433.962,55-64,Male,HIS
32,4,2,4,SCNC,171,0,3334451.81,55-64,Male,OTH
33,1,1,5,SCNC,1155.5,0,4939928.608,65-74,Female,NHW
34,2,1,5,SCNC,386,0,3087455.38,65-74,Female,NHB
35,3,1,5,SCNC,290.5,0,3056580.826,65-74,Female,HIS
36,4,1,5,SCNC,193,0,2037720.551,65-74,Female,OTH
37,1,2,5,SCNC,1435,0,5804416.114,65-74,Male,NHW
38,2,2,5,SCNC,454,0,3581448.241,65-74,Male,NHB
39,3,2,5,SCNC,360,0,2747835.288,65-74,Male,HIS
40,4,2,5,SCNC,251.5,0,2068595.105,65-74,Male,OTH
41,1,1,6,SCNC,1155.5,0,6792401.836,75+,Female,NHW
42,2,1,6,SCNC,386,0,2253842.427,75+,Female,NHB
43,3,1,6,SCNC,290.5,0,1204107.598,75+,Female,HIS
44,4,1,6,SCNC,193,0,1296731.26,75+,Female,OTH
45,1,2,6,SCNC,1435,0,7162896.482,75+,Male,NHW
46,2,2,6,SCNC,454,0,1914222.336,75+,Male,NHB
47,3,2,6,SCNC,360,0,987985.7216,75+,Male,HIS
48,4,2,6,SCNC,251.5,0,1080609.383,75+,Male,OTH
1,1,1,1,TC,4421.5,0,4445935.747,25-34,Female,NHW
2,2,1,1,TC,503.5,0,3828444.671,25-34,Female,NHB
3,3,1,1,TC,1129,0,3056580.826,25-34,Female,HIS
4,4,1,1,TC,550.5,0,3674071.902,25-34,Female,OTH
5,1,2,1,TC,1084,0,4415061.193,25-34,Male,NHW
6,2,2,1,TC,86,0,2871333.503,25-34,Male,NHB
7,3,2,1,TC,228.5,0,3087455.38,25-34,Male,HIS
8,4,2,1,TC,125,0,3457950.026,25-34,Male,OTH
9,1,1,2,TC,4421.5,0,4476810.301,35-44,Female,NHW
10,2,1,2,TC,503.5,0,3427075.472,35-44,Female,NHB
11,3,1,2,TC,1129,0,4260688.424,35-44,Female,HIS
12,4,1,2,TC,550.5,0,3056580.826,35-44,Female,OTH
13,1,2,2,TC,1084,0,3612322.795,35-44,Male,NHW
14,2,2,2,TC,86,0,2747835.288,35-44,Male,NHB
15,3,2,2,TC,228.5,0,3087455.38,35-44,Male,HIS
16,4,2,2,TC,125,0,2840458.95,35-44,Male,OTH
17,1,1,3,TC,5388,0,4075441.102,45-54,Female,NHW
18,2,1,3,TC,738,0,3334451.81,45-54,Female,NHB
19,3,1,3,TC,1223,0,3457950.026,45-54,Female,HIS
20,4,1,3,TC,577,0,3396200.918,45-54,Female,OTH
21,1,2,3,TC,1874,0,3859319.225,45-54,Male,NHW
22,2,2,3,TC,162,0,3210953.595,45-54,Male,NHB
23,3,2,3,TC,289,0,2963957.165,45-54,Male,HIS
24,4,2,3,TC,168,0,3550573.687,45-54,Male,OTH
25,1,1,4,TC,5201,0,5248674.146,55-64,Female,NHW
26,2,1,4,TC,706,0,5372172.361,55-64,Female,NHB
27,3,1,4,TC,872,0,4939928.608,55-64,Female,HIS
28,4,1,4,TC,531,0,4075441.102,55-64,Female,OTH
29,1,2,4,TC,2341,0,5742667.007,55-64,Male,NHW
30,2,2,4,TC,195,0,4723806.731,55-64,Male,NHB
31,3,2,4,TC,237,0,4569433.962,55-64,Male,HIS
32,4,2,4,TC,170,0,3334451.81,55-64,Male,OTH
33,1,1,5,TC,2538,0,4939928.608,65-74,Female,NHW
34,2,1,5,TC,288,0,3087455.38,65-74,Female,NHB
35,3,1,5,TC,312,0,3056580.826,65-74,Female,HIS
36,4,1,5,TC,188.5,0,2037720.551,65-74,Female,OTH
37,1,2,5,TC,1448.5,0,5804416.114,65-74,Male,NHW
38,2,2,5,TC,92.5,0,3581448.241,65-74,Male,NHB
39,3,2,5,TC,129.5,0,2747835.288,65-74,Male,HIS
40,4,2,5,TC,78,0,2068595.105,65-74,Male,OTH
41,1,1,6,TC,2538,0,6792401.836,75+,Female,NHW
42,2,1,6,TC,288,0,2253842.427,75+,Female,NHB
43,3,1,6,TC,312,0,1204107.598,75+,Female,HIS
44,4,1,6,TC,188.5,0,1296731.26,75+,Female,OTH
45,1,2,6,TC,1448.5,0,7162896.482,75+,Male,NHW
46,2,2,6,TC,92.5,0,1914222.336,75+,Male,NHB
47,3,2,6,TC,129.5,0,987985.7216,75+,Male,HIS
48,4,2,6,TC,78,0,1080609.383,75+,Male,OTH
1,1,1,1,TSTK,128,0,4445935.747,25-34,Female,NHW
2,2,1,1,TSTK,51,0,3828444.671,25-34,Female,NHB
3,3,1,1,TSTK,39,0,3056580.826,25-34,Female,HIS
4,4,1,1,TSTK,20,0,3674071.902,25-34,Female,OTH
5,1,2,1,TSTK,150,0,4415061.193,25-34,Male,NHW
6,2,2,1,TSTK,70,0,2871333.503,25-34,Male,NHB
7,3,2,1,TSTK,59,0,3087455.38,25-34,Male,HIS
8,4,2,1,TSTK,18,0,3457950.026,25-34,Male,OTH
9,1,1,2,TSTK,403,0,4476810.301,35-44,Female,NHW
10,2,1,2,TSTK,209,0,3427075.472,35-44,Female,NHB
11,3,1,2,TSTK,97,0,4260688.424,35-44,Female,HIS
12,4,1,2,TSTK,59,0,3056580.826,35-44,Female,OTH
13,1,2,2,TSTK,455,0,3612322.795,35-44,Male,NHW
14,2,2,2,TSTK,255,0,2747835.288,35-44,Male,NHB
15,3,2,2,TSTK,191,0,3087455.38,35-44,Male,HIS
16,4,2,2,TSTK,61,0,2840458.95,35-44,Male,OTH
17,1,1,3,TSTK,1401,0,4075441.102,45-54,Female,NHW
18,2,1,3,TSTK,757,0,3334451.81,45-54,Female,NHB
19,3,1,3,TSTK,258,0,3457950.026,45-54,Female,HIS
20,4,1,3,TSTK,139,0,3396200.918,45-54,Female,OTH
21,1,2,3,TSTK,1620,0,3859319.225,45-54,Male,NHW
22,2,2,3,TSTK,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,TSTK,400,0,2963957.165,45-54,Male,HIS
24,4,2,3,TSTK,191,0,3550573.687,45-54,Male,OTH
25,1,1,4,TSTK,2864,0,5248674.146,55-64,Female,NHW
26,2,1,4,TSTK,1169,0,5372172.361,55-64,Female,NHB
27,3,1,4,TSTK,375,0,4939928.608,55-64,Female,HIS
28,4,1,4,TSTK,253,0,4075441.102,55-64,Female,OTH
29,1,2,4,TSTK,3983,0,5742667.007,55-64,Male,NHW
30,2,2,4,TSTK,1522,0,4723806.731,55-64,Male,NHB
31,3,2,4,TSTK,582,0,4569433.962,55-64,Male,HIS
32,4,2,4,TSTK,325,0,3334451.81,55-64,Male,OTH
33,1,1,5,TSTK,6132,0,4939928.608,65-74,Female,NHW
34,2,1,5,TSTK,1438,0,3087455.38,65-74,Female,NHB
35,3,1,5,TSTK,610,0,3056580.826,65-74,Female,HIS
36,4,1,5,TSTK,397,0,2037720.551,65-74,Female,OTH
37,1,2,5,TSTK,6910,0,5804416.114,65-74,Male,NHW
38,2,2,5,TSTK,1598,0,3581448.241,65-74,Male,NHB
39,3,2,5,TSTK,634,0,2747835.288,65-74,Male,HIS
40,4,2,5,TSTK,461,0,2068595.105,65-74,Male,OTH
41,1,1,6,TSTK,49459,0,6792401.836,75+,Female,NHW
42,2,1,6,TSTK,5071,0,2253842.427,75+,Female,NHB
43,3,1,6,TSTK,2716,0,1204107.598,75+,Female,HIS
44,4,1,6,TSTK,1796,0,1296731.26,75+,Female,OTH
45,1,2,6,TSTK,26605,0,7162896.482,75+,Male,NHW
46,2,2,6,TSTK,2587,0,1914222.336,75+,Male,NHB
47,3,2,6,TSTK,1716,0,987985.7216,75+,Male,HIS
48,4,2,6,TSTK,1170,0,1080609.383,75+,Male,OTH
1,1,1,1,TSTK_medBMI,128,0,4445935.747,25-34,Female,NHW
2,2,1,1,TSTK_medBMI,51,0,3828444.671,25-34,Female,NHB
3,3,1,1,TSTK_medBMI,39,0,3056580.826,25-34,Female,HIS
4,4,1,1,TSTK_medBMI,20,0,3674071.902,25-34,Female,OTH
5,1,2,1,TSTK_medBMI,150,0,4415061.193,25-34,Male,NHW
6,2,2,1,TSTK_medBMI,70,0,2871333.503,25-34,Male,NHB
7,3,2,1,TSTK_medBMI,59,0,3087455.38,25-34,Male,HIS
8,4,2,1,TSTK_medBMI,18,0,3457950.026,25-34,Male,OTH
9,1,1,2,TSTK_medBMI,403,0,4476810.301,35-44,Female,NHW
10,2,1,2,TSTK_medBMI,209,0,3427075.472,35-44,Female,NHB
11,3,1,2,TSTK_medBMI,97,0,4260688.424,35-44,Female,HIS
12,4,1,2,TSTK_medBMI,59,0,3056580.826,35-44,Female,OTH
13,1,2,2,TSTK_medBMI,455,0,3612322.795,35-44,Male,NHW
14,2,2,2,TSTK_medBMI,255,0,2747835.288,35-44,Male,NHB
15,3,2,2,TSTK_medBMI,191,0,3087455.38,35-44,Male,HIS
16,4,2,2,TSTK_medBMI,61,0,2840458.95,35-44,Male,OTH
17,1,1,3,TSTK_medBMI,1401,0,4075441.102,45-54,Female,NHW
18,2,1,3,TSTK_medBMI,757,0,3334451.81,45-54,Female,NHB
19,3,1,3,TSTK_medBMI,258,0,3457950.026,45-54,Female,HIS
20,4,1,3,TSTK_medBMI,139,0,3396200.918,45-54,Female,OTH
21,1,2,3,TSTK_medBMI,1620,0,3859319.225,45-54,Male,NHW
22,2,2,3,TSTK_medBMI,890,0,3210953.595,45-54,Male,NHB
23,3,2,3,TSTK_medBMI,400,0,2963957.165,45-54,Male,HIS
24,4,2,3,TSTK_medBMI,191,0,3550573.687,45-54,Male,OTH
25,1,1,4,TSTK_medBMI,2864,0,5248674.146,55-64,Female,NHW
26,2,1,4,TSTK_medBMI,1169,0,5372172.361,55-64,Female,NHB
27,3,1,4,TSTK_medBMI,375,0,4939928.608,55-64,Female,HIS
28,4,1,4,TSTK_medBMI,253,0,4075441.102,55-64,Female,OTH
29,1,2,4,TSTK_medBMI,3983,0,5742667.007,55-64,Male,NHW
30,2,2,4,TSTK_medBMI,1522,0,4723806.731,55-64,Male,NHB
31,3,2,4,TSTK_medBMI,582,0,4569433.962,55-64,Male,HIS
32,4,2,4,TSTK_medBMI,325,0,3334451.81,55-64,Male,OTH
33,1,1,5,TSTK_medBMI,6132,0,4939928.608,65-74,Female,NHW
34,2,1,5,TSTK_medBMI,1438,0,3087455.38,65-74,Female,NHB
35,3,1,5,TSTK_medBMI,610,0,3056580.826,65-74,Female,HIS
36,4,1,5,TSTK_medBMI,397,0,2037720.551,65-74,Female,OTH
37,1,2,5,TSTK_medBMI,6910,0,5804416.114,65-74,Male,NHW
38,2,2,5,TSTK_medBMI,1598,0,3581448.241,65-74,Male,NHB
39,3,2,5,TSTK_medBMI,634,0,2747835.288,65-74,Male,HIS
40,4,2,5,TSTK_medBMI,461,0,2068595.105,65-74,Male,OTH
41,1,1,6,TSTK_medBMI,49459,0,6792401.836,75+,Female,NHW
42,2,1,6,TSTK_medBMI,5071,0,2253842.427,75+,Female,NHB
43,3,1,6,TSTK_medBMI,2716,0,1204107.598,75+,Female,HIS
44,4,1,6,TSTK_medBMI,1796,0,1296731.26,75+,Female,OTH
45,1,2,6,TSTK_medBMI,26605,0,7162896.482,75+,Male,NHW
46,2,2,6,TSTK_medBMI,2587,0,1914222.336,75+,Male,NHB
