subgroup,diseases,count,Grp,population,crude_rate,crude_SE
18,SCC,2,45-54 years Female Non-Hispanic Black,3579652.235,0.056,0
19,SCC,18,45-54 years Female Hispanic (All Races),3712231.947,0.485,0
20,SCC,8,45-54 years Female OTHER,3645942.091,0.219,0
21,SCC,99,45-54 years Male Non-Hispanic White,4143116.013,2.39,0
22,SCC,8,45-54 years Male Non-Hispanic Black,3447072.522,0.232,0
23,SCC,26,45-54 years Male Hispanic (All Races),3181913.098,0.817,0
24,SCC,14,45-54 years Male OTHER,3811666.732,0.367,0
25,SCC,59,55-64 years Female Non-Hispanic White,5634637.777,1.047,0
26,SCC,7,55-64 years Female Non-Hispanic Black,5767217.489,0.121,0
27,SCC,12,55-64 years Female Hispanic (All Races),5303188.496,0.226,0
28,SCC,11,55-64 years Female OTHER,4375130.509,0.251,0
29,SCC,289,55-64 years Male Non-Hispanic White,6164956.627,4.688,0
30,SCC,21,55-64 years Male Non-Hispanic Black,5071173.999,0.414,0
31,SCC,31,55-64 years Male Hispanic (All Races),4905449.359,0.632,0
32,SCC,18,55-64 years Male OTHER,3579652.235,0.503,0
33,SCC,86,65-74 years Female Non-Hispanic White,5303188.496,1.622,0
34,SCC,11,65-74 years Female Non-Hispanic Black,3314492.81,0.332,0
35,SCC,10,65-74 years Female Hispanic (All Races),3281347.882,0.305,0
36,SCC,15,65-74 years Female OTHER,2187565.255,0.686,0
37,SCC,409,65-74 years Male Non-Hispanic White,6231246.483,6.564,0
38,SCC,34,65-74 years Male Non-Hispanic Black,3844811.66,0.884,0
39,SCC,36,65-74 years Male Hispanic (All Races),2949898.601,1.22,0
40,SCC,43,65-74 years Male OTHER,2220710.183,1.936,0
41,SCC,283,75+ years Female Non-Hispanic White,7291884.182,3.881,0
42,SCC,37,75+ years Female Non-Hispanic Black,2419579.751,1.529,0
43,SCC,65,75+ years Female Hispanic (All Races),1292652.196,5.028,0
44,SCC,57,75+ years Female OTHER,1392086.98,4.095,0
45,SCC,1163,75+ years Male Non-Hispanic White,7689623.319,15.124,0
46,SCC,90,75+ years Male Non-Hispanic Black,2054985.542,4.38,0
47,SCC,147,75+ years Male Hispanic (All Races),1060637.699,13.86,0
48,SCC,120,75+ years Male OTHER,1160072.484,10.344,0
1,SCNC,7,25-34 years Female Non-Hispanic White,4772869.646,0.147,0
2,SCNC,4,25-34 years Female Non-Hispanic Black,4109971.084,0.097,0
3,SCNC,14,25-34 years Female Hispanic (All Races),3281347.882,0.427,0
4,SCNC,2,25-34 years Female OTHER,3944246.444,0.051,0
5,SCNC,3,25-34 years Male Non-Hispanic White,4739724.718,0.063,0
6,SCNC,1,25-34 years Male Non-Hispanic Black,3082478.313,0.032,0
7,SCNC,14,25-34 years Male Hispanic (All Races),3314492.81,0.422,0
8,SCNC,2,25-34 years Male OTHER,3712231.947,0.054,0
9,SCNC,29,35-44 years Female Non-Hispanic White,4806014.575,0.603,0
10,SCNC,18,35-44 years Female Non-Hispanic Black,3679087.019,0.489,0
11,SCNC,42,35-44 years Female Hispanic (All Races),4574000.078,0.918,0
12,SCNC,19,35-44 years Female OTHER,3281347.882,0.579,0
13,SCNC,19,35-44 years Male Non-Hispanic White,3877956.588,0.49,0
14,SCNC,10,35-44 years Male Non-Hispanic Black,2949898.601,0.339,0
15,SCNC,29,35-44 years Male Hispanic (All Races),3314492.81,0.875,0
16,SCNC,12,35-44 years Male OTHER,3049333.385,0.394,0
17,SCNC,52,45-54 years Female Non-Hispanic White,4375130.509,1.189,0
18,SCNC,21,45-54 years Female Non-Hispanic Black,3579652.235,0.587,0
19,SCNC,68,45-54 years Female Hispanic (All Races),3712231.947,1.832,0
20,SCNC,24,45-54 years Female OTHER,3645942.091,0.658,0
21,SCNC,62,45-54 years Male Non-Hispanic White,4143116.013,1.496,0
22,SCNC,23,45-54 years Male Non-Hispanic Black,3447072.522,0.667,0
23,SCNC,55,45-54 years Male Hispanic (All Races),3181913.098,1.729,0
24,SCNC,29,45-54 years Male OTHER,3811666.732,0.761,0
25,SCNC,102,55-64 years Female Non-Hispanic White,5634637.777,1.81,0
26,SCNC,59,55-64 years Female Non-Hispanic Black,5767217.489,1.023,0
27,SCNC,87,55-64 years Female Hispanic (All Races),5303188.496,1.641,0
28,SCNC,57,55-64 years Female OTHER,4375130.509,1.303,0
29,SCNC,129,55-64 years Male Non-Hispanic White,6164956.627,2.092,0
30,SCNC,76,55-64 years Male Non-Hispanic Black,5071173.999,1.499,0
31,SCNC,114,55-64 years Male Hispanic (All Races),4905449.359,2.324,0
32,SCNC,75,55-64 years Male OTHER,3579652.235,2.095,0
33,SCNC,182,65-74 years Female Non-Hispanic White,5303188.496,3.432,0
34,SCNC,60,65-74 years Female Non-Hispanic Black,3314492.81,1.81,0
35,SCNC,94,65-74 years Female Hispanic (All Races),3281347.882,2.865,0
36,SCNC,88,65-74 years Female OTHER,2187565.255,4.023,0
37,SCNC,208,65-74 years Male Non-Hispanic White,6231246.483,3.338,0
38,SCNC,76,65-74 years Male Non-Hispanic Black,3844811.66,1.977,0
39,SCNC,111,65-74 years Male Hispanic (All Races),2949898.601,3.763,0
40,SCNC,105,65-74 years Male OTHER,2220710.183,4.728,0
41,SCNC,614,75+ years Female Non-Hispanic White,7291884.182,8.42,0
42,SCNC,239,75+ years Female Non-Hispanic Black,2419579.751,9.878,0
43,SCNC,399,75+ years Female Hispanic (All Races),1292652.196,30.867,0
44,SCNC,286,75+ years Female OTHER,1392086.98,20.545,0
45,SCNC,695,75+ years Male Non-Hispanic White,7689623.319,9.038,0
46,SCNC,260,75+ years Male Non-Hispanic Black,2054985.542,12.652,0
47,SCNC,435,75+ years Male Hispanic (All Races),1060637.699,41.013,0
48,SCNC,356,75+ years Male OTHER,1160072.484,30.688,0
1,TC,702,25-34 years Female Non-Hispanic White,4772869.646,14.708,0
2,TC,74,25-34 years Female Non-Hispanic Black,4109971.084,1.8,0
3,TC,371,25-34 years Female Hispanic (All Races),3281347.882,11.306,0
4,TC,199,25-34 years Female OTHER,3944246.444,5.045,0
5,TC,177,25-34 years Male Non-Hispanic White,4739724.718,3.734,0
6,TC,12,25-34 years Male Non-Hispanic Black,3082478.313,0.389,0
7,TC,71,25-34 years Male Hispanic (All Races),3314492.81,2.142,0
8,TC,38,25-34 years Male OTHER,3712231.947,1.024,0
9,TC,931,35-44 years Female Non-Hispanic White,4806014.575,19.372,0
10,TC,114,35-44 years Female Non-Hispanic Black,3679087.019,3.099,0
11,TC,457,35-44 years Female Hispanic (All Races),4574000.078,9.991,0
12,TC,355,35-44 years Female OTHER,3281347.882,10.819,0
13,TC,277,35-44 years Male Non-Hispanic White,3877956.588,7.143,0
14,TC,15,35-44 years Male Non-Hispanic Black,2949898.601,0.508,0
15,TC,95,35-44 years Male Hispanic (All Races),3314492.81,2.866,0
16,TC,78,35-44 years Male OTHER,3049333.385,2.558,0
17,TC,1047,45-54 years Female Non-Hispanic White,4375130.509,23.931,0
18,TC,142,45-54 years Female Non-Hispanic Black,3579652.235,3.967,0
19,TC,466,45-54 years Female Hispanic (All Races),3712231.947,12.553,0
20,TC,294,45-54 years Female OTHER,3645942.091,8.064,0
21,TC,372,45-54 years Male Non-Hispanic White,4143116.013,8.979,0
22,TC,22,45-54 years Male Non-Hispanic Black,3447072.522,0.638,0
23,TC,108,45-54 years Male Hispanic (All Races),3181913.098,3.394,0
24,TC,96,45-54 years Male OTHER,3811666.732,2.519,0
25,TC,1064,55-64 years Female Non-Hispanic White,5634637.777,18.883,0
26,TC,149,55-64 years Female Non-Hispanic Black,5767217.489,2.584,0
27,TC,316,55-64 years Female Hispanic (All Races),5303188.496,5.959,0
28,TC,256,55-64 years Female OTHER,4375130.509,5.851,0
29,TC,577,55-64 years Male Non-Hispanic White,6164956.627,9.359,0
30,TC,58,55-64 years Male Non-Hispanic Black,5071173.999,1.144,0
31,TC,102,55-64 years Male Hispanic (All Races),4905449.359,2.079,0
32,TC,87,55-64 years Male OTHER,3579652.235,2.43,0
33,TC,856,65-74 years Female Non-Hispanic White,5303188.496,16.141,0
34,TC,116,65-74 years Female Non-Hispanic Black,3314492.81,3.5,0
35,TC,188,65-74 years Female Hispanic (All Races),3281347.882,5.729,0
36,TC,179,65-74 years Female OTHER,2187565.255,8.183,0
37,TC,498,65-74 years Male Non-Hispanic White,6231246.483,7.992,0
38,TC,39,65-74 years Male Non-Hispanic Black,3844811.66,1.014,0
39,TC,58,65-74 years Male Hispanic (All Races),2949898.601,1.966,0
40,TC,52,65-74 years Male OTHER,2220710.183,2.342,0
41,TC,5284,75+ years Female Non-Hispanic White,7291884.182,72.464,0
42,TC,666,75+ years Female Non-Hispanic Black,2419579.751,27.525,0
43,TC,2046,75+ years Female Hispanic (All Races),1292652.196,158.279,0
44,TC,1422,75+ years Female OTHER,1392086.98,102.149,0
45,TC,2216,75+ years Male Non-Hispanic White,7689623.319,28.818,0
46,TC,160,75+ years Male Non-Hispanic Black,2054985.542,7.786,0
47,TC,511,75+ years Male Hispanic (All Races),1060637.699,48.179,0
48,TC,398,75+ years Male OTHER,1160072.484,34.308,0
1,TSTK,128,25-34y F NHW,4772869.646,2.682,0
2,TSTK,403,25-34y F NHB,4109971.084,9.805,0
3,TSTK,1401,25-34y F HIS,3281347.882,42.696,0
4,TSTK,2864,25-34y F OTH,3944246.444,72.612,0
5,TSTK,6132,25-34y M NHW,4739724.718,129.375,0
6,TSTK,49459,25-34y M NHB,3082478.313,1604.521,0
7,TSTK,150,25-34y M HIS,3314492.81,4.526,0
8,TSTK,455,25-34y M OTH,3712231.947,12.257,0
9,TSTK,1620,35-44y F NHW,4806014.575,33.708,0
10,TSTK,3983,35-44y F NHB,3679087.019,108.261,0
11,TSTK,6910,35-44y F HIS,4574000.078,151.071,0
12,TSTK,26605,35-44y F OTH,3281347.882,810.795,0
13,TSTK,51,35-44y M NHW,3877956.588,1.315,0
14,TSTK,209,35-44y M NHB,2949898.601,7.085,0
15,TSTK,757,35-44y M HIS,3314492.81,22.839,0
16,TSTK,1169,35-44y M OTH,3049333.385,38.336,0
17,TSTK,1438,45-54y F NHW,4375130.509,32.868,0
18,TSTK,5071,45-54y F NHB,3579652.235,141.662,0
19,TSTK,70,45-54y F HIS,3712231.947,1.886,0
20,TSTK,255,45-54y F OTH,3645942.091,6.994,0
21,TSTK,890,45-54y M NHW,4143116.013,21.481,0
22,TSTK,1522,45-54y M NHB,3447072.522,44.153,0
23,TSTK,1598,45-54y M HIS,3181913.098,50.221,0
24,TSTK,2587,45-54y M OTH,3811666.732,67.871,0
25,TSTK,39,55-64y F NHW,5634637.777,0.692,0
26,TSTK,97,55-64y F NHB,5767217.489,1.682,0
27,TSTK,258,55-64y F HIS,5303188.496,4.865,0
28,TSTK,375,55-64y F OTH,4375130.509,8.571,0
29,TSTK,610,55-64y M NHW,6164956.627,9.895,0
30,TSTK,2716,55-64y M NHB,5071173.999,53.558,0
31,TSTK,59,55-64y M HIS,4905449.359,1.203,0
32,TSTK,191,55-64y M OTH,3579652.235,5.336,0
33,TSTK,400,65-74y F NHW,5303188.496,7.543,0
34,TSTK,582,65-74y F NHB,3314492.81,17.559,0
35,TSTK,634,65-74y F HIS,3281347.882,19.321,0
36,TSTK,1716,65-74y F OTH,2187565.255,78.443,0
37,TSTK,20,65-74y M NHW,6231246.483,0.321,0
38,TSTK,59,65-74y M NHB,3844811.66,1.535,0
39,TSTK,139,65-74y M HIS,2949898.601,4.712,0
40,TSTK,253,65-74y M OTH,2220710.183,11.393,0
41,TSTK,397,75y+ F NHW,7291884.182,5.444,0
42,TSTK,1796,75y+ F NHB,2419579.751,74.228,0
43,TSTK,18,75y+ F HIS,1292652.196,1.392,0
44,TSTK,61,75y+ F OTH,1392086.98,4.382,0
45,TSTK,191,75y+ M NHW,7689623.319,2.484,0
46,TSTK,325,75y+ M NHB,2054985.542,15.815,0
47,TSTK,461,75y+ M HIS,1060637.699,43.464,0
48,TSTK,1170,75y+ M OTH,1160072.484,100.856,0
1,TSTK_medBMI,128,25-34y F NHW,4772869.646,2.682,0
2,TSTK_medBMI,403,25-34y F NHB,4109971.084,9.805,0
3,TSTK_medBMI,1401,25-34y F HIS,3281347.882,42.696,0
4,TSTK_medBMI,2864,25-34y F OTH,3944246.444,72.612,0
5,TSTK_medBMI,6132,25-34y M NHW,4739724.718,129.375,0
6,TSTK_medBMI,49459,25-34y M NHB,3082478.313,1604.521,0
7,TSTK_medBMI,150,25-34y M HIS,3314492.81,4.526,0
8,TSTK_medBMI,455,25-34y M OTH,3712231.947,12.257,0
9,TSTK_medBMI,1620,35-44y F NHW,4806014.575,33.708,0
10,TSTK_medBMI,3983,35-44y F NHB,3679087.019,108.261,0
11,TSTK_medBMI,6910,35-44y F HIS,4574000.078,151.071,0
12,TSTK_medBMI,26605,35-44y F OTH,3281347.882,810.795,0
13,TSTK_medBMI,51,35-44y M NHW,3877956.588,1.315,0
14,TSTK_medBMI,209,35-44y M NHB,2949898.601,7.085,0
15,TSTK_medBMI,757,35-44y M HIS,3314492.81,22.839,0
16,TSTK_medBMI,1169,35-44y M OTH,3049333.385,38.336,0
17,TSTK_medBMI,1438,45-54y F NHW,4375130.509,32.868,0
18,TSTK_medBMI,5071,45-54y F NHB,3579652.235,141.662,0
19,TSTK_medBMI,70,45-54y F HIS,3712231.947,1.886,0
20,TSTK_medBMI,255,45-54y F OTH,3645942.091,6.994,0
21,TSTK_medBMI,890,45-54y M NHW,4143116.013,21.481,0
22,TSTK_medBMI,1522,45-54y M NHB,3447072.522,44.153,0
23,TSTK_medBMI,1598,45-54y M HIS,3181913.098,50.221,0
24,TSTK_medBMI,2587,45-54y M OTH,3811666.732,67.871,0
25,TSTK_medBMI,39,55-64y F NHW,5634637.777,0.692,0
26,TSTK_medBMI,97,55-64y F NHB,5767217.489,1.682,0
27,TSTK_medBMI,258,55-64y F HIS,5303188.496,4.865,0
28,TSTK_medBMI,375,55-64y F OTH,4375130.509,8.571,0
29,TSTK_medBMI,610,55-64y M NHW,6164956.627,9.895,0
30,TSTK_medBMI,2716,55-64y M NHB,5071173.999,53.558,0
31,TSTK_medBMI,59,55-64y M HIS,4905449.359,1.203,0
32,TSTK_medBMI,191,55-64y M OTH,3579652.235,5.336,0
33,TSTK_medBMI,400,65-74y F NHW,5303188.496,7.543,0
34,TSTK_medBMI,582,65-74y F NHB,3314492.81,17.559,0
35,TSTK_medBMI,634,65-74y F HIS,3281347.882,19.321,0
36,TSTK_medBMI,1716,65-74y F OTH,2187565.255,78.443,0
37,TSTK_medBMI,20,65-74y M NHW,6231246.483,0.321,0
38,TSTK_medBMI,59,65-74y M NHB,3844811.66,1.535,0
39,TSTK_medBMI,139,65-74y M HIS,2949898.601,4.712,0
40,TSTK_medBMI,253,65-74y M OTH,2220710.183,11.393,0
41,TSTK_medBMI,397,75y+ F NHW,7291884.182,5.444,0
42,TSTK_medBMI,1796,75y+ F NHB,2419579.751,74.228,0
43,TSTK_medBMI,18,75y+ F HIS,1292652.196,1.392,0
44,TSTK_medBMI,61,75y+ F OTH,1392086.98,4.382,0
45,TSTK_medBMI,191,75y+ M NHW,7689623.319,2.484,0
46,TSTK_medBMI,325,75y+ M NHB,2054985.542,15.815,0
47,TSTK_medBMI,461,75y+ M HIS,1060637.699,43.464,0
48,TSTK_medBMI,1170,75y+ M OTH,1160072.484,100.856,0
1,TSTK_medSBP,128,25-34y F NHW,4772869.646,2.682,0
2,TSTK_medSBP,403,25-34y F NHB,4109971.084,9.805,0
3,TSTK_medSBP,1401,25-34y F HIS,3281347.882,42.696,0
4,TSTK_medSBP,2864,25-34y F OTH,3944246.444,72.612,0
5,TSTK_medSBP,6132,25-34y M NHW,4739724.718,129.375,0
6,TSTK_medSBP,49459,25-34y M NHB,3082478.313,1604.521,0
7,TSTK_medSBP,150,25-34y M HIS,3314492.81,4.526,0
8,TSTK_medSBP,455,25-34y M OTH,3712231.947,12.257,0
9,TSTK_medSBP,1620,35-44y F NHW,4806014.575,33.708,0
10,TSTK_medSBP,3983,35-44y F NHB,3679087.019,108.261,0
11,TSTK_medSBP,6910,35-44y F HIS,4574000.078,151.071,0
12,TSTK_medSBP,26605,35-44y F OTH,3281347.882,810.795,0
13,TSTK_medSBP,51,35-44y M NHW,3877956.588,1.315,0
14,TSTK_medSBP,209,35-44y M NHB,2949898.601,7.085,0
15,TSTK_medSBP,757,35-44y M HIS,3314492.81,22.839,0
16,TSTK_medSBP,1169,35-44y M OTH,3049333.385,38.336,0
17,TSTK_medSBP,1438,45-54y F NHW,4375130.509,32.868,0
18,TSTK_medSBP,5071,45-54y F NHB,3579652.235,141.662,0
19,TSTK_medSBP,70,45-54y F HIS,3712231.947,1.886,0
20,TSTK_medSBP,255,45-54y F OTH,3645942.091,6.994,0
21,TSTK_medSBP,890,45-54y M NHW,4143116.013,21.481,0
22,TSTK_medSBP,1522,45-54y M NHB,3447072.522,44.153,0
23,TSTK_medSBP,1598,45-54y M HIS,3181913.098,50.221,0
24,TSTK_medSBP,2587,45-54y M OTH,3811666.732,67.871,0
25,TSTK_medSBP,39,55-64y F NHW,5634637.777,0.692,0
26,TSTK_medSBP,97,55-64y F NHB,5767217.489,1.682,0
27,TSTK_medSBP,258,55-64y F HIS,5303188.496,4.865,0
28,TSTK_medSBP,375,55-64y F OTH,4375130.509,8.571,0
29,TSTK_medSBP,610,55-64y M NHW,6164956.627,9.895,0
30,TSTK_medSBP,2716,55-64y M NHB,5071173.999,53.558,0
31,TSTK_medSBP,59,55-64y M HIS,4905449.359,1.203,0
32,TSTK_medSBP,191,55-64y M OTH,3579652.235,5.336,0
33,TSTK_medSBP,400,65-74y F NHW,5303188.496,7.543,0
34,TSTK_medSBP,582,65-74y F NHB,3314492.81,17.559,0
35,TSTK_medSBP,634,65-74y F HIS,3281347.882,19.321,0
36,TSTK_medSBP,1716,65-74y F OTH,2187565.255,78.443,0
37,TSTK_medSBP,20,65-74y M NHW,6231246.483,0.321,0
38,TSTK_medSBP,59,65-74y M NHB,3844811.66,1.535,0
39,TSTK_medSBP,139,65-74y M HIS,2949898.601,4.712,0
40,TSTK_medSBP,253,65-74y M OTH,2220710.183,11.393,0
41,TSTK_medSBP,397,75y+ F NHW,7291884.182,5.444,0
42,TSTK_medSBP,1796,75y+ F NHB,2419579.751,74.228,0
43,TSTK_medSBP,18,75y+ F HIS,1292652.196,1.392,0
44,TSTK_medSBP,61,75y+ F OTH,1392086.98,4.382,0
45,TSTK_medSBP,191,75y+ M NHW,7689623.319,2.484,0
46,TSTK_medSBP,325,75y+ M NHB,2054985.542,15.815,0
47,TSTK_medSBP,461,75y+ M HIS,1060637.699,43.464,0
48,TSTK_medSBP,1170,75y+ M OTH,1160072.484,100.856,0
1,UC,88,25-34 years Female Non-Hispanic White,4772869.646,1.844,0
2,UC,19,25-34 years Female Non-Hispanic Black,4109971.084,0.462,0
3,UC,98,25-34 years Female Hispanic (All Races),3281347.882,2.987,0
4,UC,41,25-34 years Female OTHER,3944246.444,1.039,0
5,UC,0,25-34 years Male Non-Hispanic White,4739724.718,0,0
6,UC,0,25-34 years Male Non-Hispanic Black,3082478.313,0,0
7,UC,0,25-34 years Male Hispanic (All Races),3314492.81,0,0
8,UC,0,25-34 years Male OTHER,3712231.947,0,0
9,UC,276,35-44 years Female Non-Hispanic White,4806014.575,5.743,0
10,UC,71,35-44 years Female Non-Hispanic Black,3679087.019,1.93,0
11,UC,243,35-44 years Female Hispanic (All Races),4574000.078,5.313,0
12,UC,163,35-44 years Female OTHER,3281347.882,4.967,0
13,UC,0,35-44 years Male Non-Hispanic White,3877956.588,0,0
14,UC,0,35-44 years Male Non-Hispanic Black,2949898.601,0,0
15,UC,0,35-44 years Male Hispanic (All Races),3314492.81,0,0
16,UC,0,35-44 years Male OTHER,3049333.385,0,0
17,UC,1082,45-54 years Female Non-Hispanic White,4375130.509,24.731,0
18,UC,164,45-54 years Female Non-Hispanic Black,3579652.235,4.581,0
19,UC,443,45-54 years Female Hispanic (All Races),3712231.947,11.934,0
20,UC,381,45-54 years Female OTHER,3645942.091,10.45,0
21,UC,0,45-54 years Male Non-Hispanic White,4143116.013,0,0
22,UC,0,45-54 years Male Non-Hispanic Black,3447072.522,0,0
23,UC,0,45-54 years Male Hispanic (All Races),3181913.098,0,0
24,UC,0,45-54 years Male OTHER,3811666.732,0,0
25,UC,3000,55-64 years Female Non-Hispanic White,5634637.777,53.242,0
26,UC,540,55-64 years Female Non-Hispanic Black,5767217.489,9.363,0
27,UC,758,55-64 years Female Hispanic (All Races),5303188.496,14.293,0
28,UC,539,55-64 years Female OTHER,4375130.509,12.32,0
29,UC,0,55-64 years Male Non-Hispanic White,6164956.627,0,0
30,UC,0,55-64 years Male Non-Hispanic Black,5071173.999,0,0
31,UC,0,55-64 years Male Hispanic (All Races),4905449.359,0,0
32,UC,0,55-64 years Male OTHER,3579652.235,0,0
33,UC,2991,65-74 years Female Non-Hispanic White,5303188.496,56.4,0
34,UC,510,65-74 years Female Non-Hispanic Black,3314492.81,15.387,0
35,UC,502,65-74 years Female Hispanic (All Races),3281347.882,15.299,0
36,UC,362,65-74 years Female OTHER,2187565.255,16.548,0
37,UC,0,65-74 years Male Non-Hispanic White,6231246.483,0,0
38,UC,0,65-74 years Male Non-Hispanic Black,3844811.66,0,0
39,UC,0,65-74 years Male Hispanic (All Races),2949898.601,0,0
40,UC,0,65-74 years Male OTHER,2220710.183,0,0
41,UC,9058,75+ years Female Non-Hispanic White,7291884.182,124.22,0
42,UC,1534,75+ years Female Non-Hispanic Black,2419579.751,63.399,0
43,UC,2240,75+ years Female Hispanic (All Races),1292652.196,173.287,0
44,UC,1660,75+ years Female OTHER,1392086.98,119.245,0
45,UC,0,75+ years Male Non-Hispanic White,7689623.319,0,0
46,UC,0,75+ years Male Non-Hispanic Black,2054985.542,0,0
47,UC,0,75+ years Male Hispanic (All Races),1060637.699,0,0
48,UC,0,75+ years Male OTHER,1160072.484,0,0
