subgroup,food,N,mean,SE,StdDev,food_label,food_desc,pro_gro
37,leg_tot,286,0.42,0.05,0.39,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.6843412553110776
37,oil,286,27.36,1.01,7.49,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6240172671177608
37,pf_egg,286,0.57,0.06,0.53,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.6966989382332386
37,pf_ns,286,0.81,0.06,0.86,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.7714079243729136
37,pf_pm,286,1.09,0.08,0.64,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7721007756121969
37,pf_poultry,286,1.43,0.13,0.72,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.7038421365439833
37,pf_redm,286,1.55,0.1,0.72,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5851006595704562
37,pf_redm_tot,286,2.33,0.16,1,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6431099180763922
37,pf_seafood,286,0.5,0.08,0.52,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6787611251391199
37,sat_fat,286,27.2,0.51,4.52,Saturated fats,Total saturated fatty acids (gm),0.6849150419649804
37,sodium,286,3378.32,83.67,594.71,Sodium,Sodium (mg),0.6635325325427055
37,ssb,286,246.56,22.09,220.38,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.6737511078755309
37,veg_dg,286,0.14,0.02,0.16,Dark-green vegetables,Dark green vegetables (cup eq.),0.6734077694725956
37,veg_exc_sta,286,1.11,0.06,0.54,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6489445588928289
37,veg_oth,286,0.52,0.03,0.24,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6369991310082628
37,veg_ro,286,0.41,0.03,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6560391053582326
37,veg_sta,286,0.46,0.03,0.22,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.7378977701040209
38,added_sugar,158,16.01,0.94,8.24,Added sugars,Foods defined as added sugars (tsp. eq.),0.6385019808853577
38,dairy_cow,158,1,0.07,0.46,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7062965530329754
38,dairy_soy,158,0.03,0.02,0.16,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
38,dairy_tot,158,1,0.07,0.46,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7111319004220754
38,fruit_exc_juice,158,0.76,0.08,0.61,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.892232299961062
38,fruit_juice,158,0.35,0.06,0.5,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.8594566206000354
38,fruit_tot,158,1.03,0.09,0.75,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8817678372322229
38,gr_refined,158,4.46,0.19,1.5,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.6081559537293462
38,gr_whole,158,0.99,0.1,0.66,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9436424327022775
38,leg_tot,158,0.51,0.1,0.47,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.725753235623342
38,oil,158,25.94,1.35,7.33,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5982061915256687
38,pf_egg,158,0.66,0.07,0.61,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7288211649847063
38,pf_ns,158,0.78,0.12,0.85,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.766746756153509
38,pf_pm,158,0.97,0.1,0.58,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7236443728343339
38,pf_poultry,158,1.56,0.1,0.78,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.5872869570389836
38,pf_redm,158,1.54,0.1,0.71,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5776355253633041
38,pf_redm_tot,158,2.25,0.13,0.97,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6087847848963246
38,pf_seafood,158,0.59,0.08,0.62,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5336619842825472
38,sat_fat,158,25.1,0.95,4.43,Saturated fats,Total saturated fatty acids (gm),0.6316327171888204
38,sodium,158,3142.62,82.9,559.59,Sodium,Sodium (mg),0.6325227726179198
38,ssb,158,269.96,18.06,239.94,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.5866129634781511
38,veg_dg,158,0.21,0.03,0.23,Dark-green vegetables,Dark green vegetables (cup eq.),0.8040999071698657
38,veg_exc_sta,158,0.98,0.07,0.49,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6627254797210321
38,veg_oth,158,0.5,0.05,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6386752911709576
38,veg_ro,158,0.31,0.03,0.14,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6101758058717728
38,veg_sta,158,0.52,0.05,0.24,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.630703527269248
39,added_sugar,184,12.02,1.17,6.79,Added sugars,Foods defined as added sugars (tsp. eq.),0.7129632065904729
39,dairy_cow,184,1.32,0.09,0.55,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.7916411389649578
39,dairy_soy,184,0.03,0.02,0.14,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),1
39,dairy_tot,184,1.33,0.09,0.55,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.7942764818401017
39,fruit_exc_juice,184,0.95,0.1,0.72,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.9135839359825276
39,fruit_juice,184,0.28,0.05,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7216547892553908
39,fruit_tot,184,1.2,0.11,0.84,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8754052717320233
39,gr_refined,184,5.98,0.3,1.69,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7288172596400949
39,gr_whole,184,1,0.12,0.66,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9398765868382354
39,leg_tot,184,0.85,0.08,0.73,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.708428019205437
39,oil,184,25.78,1.5,7.23,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.6794965711076361
39,pf_egg,184,0.83,0.1,0.75,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.7365321157788666
39,pf_ns,184,0.74,0.11,0.8,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9469238502635694
39,pf_pm,184,1.03,0.13,0.61,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7774036388403545
39,pf_poultry,184,1.59,0.12,0.79,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.594806516213337
39,pf_redm,184,1.48,0.13,0.69,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.5008891532643905
39,pf_redm_tot,184,2.33,0.17,1,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.5996955935203157
39,pf_seafood,184,0.58,0.09,0.6,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.6449595624736365
39,sat_fat,184,22.74,0.91,4.22,Saturated fats,Total saturated fatty acids (gm),0.6912270333572423
39,sodium,184,3301.77,108.79,580.53,Sodium,Sodium (mg),0.6665257419922275
39,ssb,184,258.42,17.35,229.97,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.584725397891044
39,veg_dg,184,0.12,0.02,0.14,Dark-green vegetables,Dark green vegetables (cup eq.),0.8205965845862937
39,veg_exc_sta,184,1,0.05,0.5,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6828580287367484
39,veg_oth,184,0.5,0.04,0.23,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6436841348031034
39,veg_ro,184,0.38,0.03,0.16,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.7048300554104348
39,veg_sta,184,0.51,0.06,0.24,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.7613968842031648
4,added_sugar,234,13.85,0.89,7.48,Added sugars,Foods defined as added sugars (tsp. eq.),0.5535481219476133
4,dairy_cow,234,1.15,0.09,0.5,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.5871704684688962
4,dairy_soy,234,0.03,0.02,0.12,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.8328780244739018
4,dairy_tot,234,1.17,0.09,0.51,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.5944610922257814
4,fruit_exc_juice,234,0.67,0.06,0.55,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.9150198005180236
4,fruit_juice,234,0.27,0.04,0.4,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.7388998383787342
4,fruit_tot,234,0.88,0.08,0.67,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8764736352734666
4,gr_refined,234,5.63,0.26,1.66,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.5638049239638141
4,gr_whole,234,1.07,0.06,0.72,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.8463646163598793
4,leg_tot,234,0.49,0.09,0.46,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.8294555328648012
4,oil,234,29.86,1.71,7.87,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.5701079468619087
4,pf_egg,234,0.64,0.1,0.6,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.731111918163192
4,pf_ns,234,0.55,0.07,0.62,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.8539844849454029
4,pf_pm,234,0.69,0.1,0.43,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.474511248485848
4,pf_poultry,234,1.46,0.09,0.75,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.546779320365059
4,pf_redm,234,1.3,0.12,0.61,Unprocessed red meat,"Beef, veal, pork, lamb, and game meat; excludes organ meat and cured meat (oz. eq.)",0.635490854040692
4,pf_redm_tot,234,1.93,0.12,0.86,Unprocessed and processed red meat,Combination of ‘uncured red meat’ and ‘cured red meat’,0.6028972891605154
4,pf_seafood,234,0.43,0.08,0.47,Seafood,"Seafood (finfish, shellfish, and other seafood) high in n-3 fatty acids (oz. eq.); Seafood (finfish, shellfish, and other seafood) low in n-3 fatty acids (oz. eq.)",0.5017629690889305
4,sat_fat,234,23.25,0.64,4.29,Saturated fats,Total saturated fatty acids (gm),0.5697282600787693
4,sodium,234,3660.11,113.21,643.87,Sodium,Sodium (mg),0.5907308438096867
4,ssb,234,239.64,22.92,218.48,Sugar sweetened beverages,Sugar sweetened beverages (gm),0.3990437926546251
4,veg_dg,234,0.15,0.03,0.17,Dark-green vegetables,Dark green vegetables (cup eq.),0.8152870827521222
4,veg_exc_sta,234,1.37,0.1,0.63,Vegetables excluding starchy,"Dark green vegetables (cup eq.); Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.); Other vegetables not in the vegetable components listed above (cup eq.)",0.6980749303048364
4,veg_oth,234,0.62,0.04,0.29,Other vegetables,Other vegetables not in the vegetable components listed above (cup eq.),0.6655099090066342
4,veg_ro,234,0.41,0.02,0.17,Red and orange vegetables,"Other red and orange vegetables, excluding tomatoes and tomato products (cup eq.)",0.6676841237779223
4,veg_sta,234,0.32,0.03,0.16,Starchy vegetables,Total starchy vegetables (white potatoes + other starchy vegetables) (cup eq.),0.5798648950375354
40,added_sugar,84,12.7,1.58,7.06,Added sugars,Foods defined as added sugars (tsp. eq.),0.728917722922384
40,dairy_cow,84,1.31,0.11,0.55,Cow-based dairy,"Milk, yogurt, cheese, and whey (cup ep.)",0.8094837576968009
40,dairy_soy,84,0.03,0.02,0.16,Soy-based dairy,Calcium fortified soy milk (soymilk) (cup ep.),0.8540832202145776
40,dairy_tot,84,1.33,0.11,0.55,Dairy (total),"Total milk, yogurt, cheese, and whey (cup ep.)",0.8099170372520409
40,fruit_exc_juice,84,0.86,0.1,0.66,Fruit excluding juice,"Intact fruits (whole or cut) of citrus, melons, and berries (cup eq.); Intact fruits (whole or cut); excluding citrus, melons, and berries (cup eq.)",0.905850520546756
40,fruit_juice,84,0.14,0.04,0.21,Fruit juice,"Fruit juices, citrus and non-citrus (cup eq.)",0.6695522871760323
40,fruit_tot,84,1.1,0.12,0.78,Fruits,Total intact fruits (whole or cut) and fruit juices (cup eq.),0.8941270443652408
40,gr_refined,84,5.64,0.38,1.66,Refined grains,Refined grains that do not contain all of the components of the entire grain kernel (oz. eq.),0.7078851032774266
40,gr_whole,84,1.25,0.18,0.81,Whole grains,"Grains defined as whole grains and contain the entire grain kernel ― the bran, germ, and endosperm (oz. eq.)",0.9012001144052008
40,leg_tot,84,0.94,0.13,0.78,"Beans, peas, lentils (total)","Beans and Peas (legumes) computed as protein foods (oz. eq.); Soy products, excluding calcium fortified soy milk (soymilk) and raw soybeans products (oz. eq.)",0.5478537847488464
40,oil,84,26.99,1.67,7.46,Oils,"Fats naturally present in nuts, seeds, and seafood; all unhydrogenated vegetable oils, except palm oil, palm kernel oil, and coconut oils; the fat present in avocado and olives above the allowable amount; 50% of the fat present in stick and tub margarines and margarine spreads (grams)",0.7059694625922861
40,pf_egg,84,0.64,0.21,0.58,Eggs,"Eggs (chicken, duck, goose, quail) and egg substitutes (oz. eq.)",0.8137738434638769
40,pf_ns,84,0.9,0.19,0.94,Nuts and seeds,"Peanuts, tree nuts, and seeds; excludes coconut (oz. eq.)",0.9219476109596874
40,pf_pm,84,0.96,0.14,0.56,Processed meat,"Frankfurters, sausages, corned beef, cured ham and luncheon meat that are made from beef, pork, or poultry (oz. eq.)",0.7764200020309171
40,pf_poultry,84,1.7,0.2,0.83,Unprocessed poultry,"Chicken, turkey, Cornish hens, duck, goose, quail, and pheasant (game birds); excludes organ meat and cured meat (oz. eq.)",0.6040092635454711
