foodcode,description
75224012,"Peas, green, cooked, from frozen, NS as to fat added in cooking"
58165480,"Rice, brown, with vegetables, soy-based sauce, fat added in cooking"
58165080,"Rice, white, with vegetables, soy-based sauce, fat added in cooking"
26121140,"Mackerel, coated, fried"
27564002,"Frankfurter or hot dog sandwich, NFS, plain, on whole wheat bun"
32202130,Egg and steak on biscuit
83109000,Russian dressing
75226020,"Peppers, green, cooked, fat added in cooking, NS as to type of fat"
75223024,"Peas, cowpeas, field peas, or blackeye peas, not dried, cooked, NS as to form, made with oil"
56207094,"Cream of wheat, instant, made with milk, fat added in cooking"
72201250,"Broccoli, cooked, NS as to form, with cream sauce"
58147330,"Macaroni or noodles, creamed, with cheese"
41104030,"Pinto, calico, or red Mexican beans, canned, drained, NS as to fat added in cooking"
14610200,"Cheese, cottage cheese, with gelatin dessert"
75141200,"Cabbage salad or coleslaw with pineapple, with dressing"
22101100,"Pork chop, broiled or baked, NS as to fat eaten"
93301275,Champagne punch
91703500,"Nuts, carob-coated"
58160570,"Rice, white, with dark green vegetables, fat added in cooking"
32130410,"Egg omelet or scrambled egg, with tomatoes, fat not added in cooking"
72128200,"Turnip greens, cooked, NS as to form, NS as to fat added in cooking"
32103015,"Egg salad, made with light mayonnaise"
58160580,"Rice, white, with carrots and tomatoes and/or tomato-based sauce, NS as to fat added in cooking"
27510412,"Double cheeseburger, 2 medium patties, with condiments, on bun, from fast food / restaurant (McDonald's Double Quarter Pounder with Cheese)"
53207020,"Cookie, chocolate or fudge, reduced fat"
27640110,"Chicken noodle dinner, baby food, strained"
67414010,"Pineapple dessert, baby food, strained"
26149160,"Swordfish, steamed or poached"
55200110,"Waffle, chocolate, from fast food / restaurant"
55200130,"Waffle, whole grain, from fast food / restaurant"
58148111,"Macaroni or pasta salad, made with light mayonnaise"
22201070,"Pork steak or cutlet, battered, fried, lean only eaten"
58104160,Nachos with chili
75311003,"Mixed vegetables, cooked, from canned, NS as to fat added in cooking"
55310100,"Fried bread, Puerto Rican style"
27416250,Beef salad
13210250,"Pudding, chocolate, low calorie, containing artificial sweetener, NS as to from dry mix or ready-to-eat"
27420520,"Pork shish kabob with vegetables, excluding potatoes"
12350245,"Spinach dip, light"
58104090,Nachos with cheese and sour cream
71508030,"Potato, baked, peel eaten, with chili"
75216250,"Corn, white, NS as to form, cream style"
27150155,Spaghetti sauce with seafood and added vegetables
58146702,"Pasta, whole grain, with cream sauce and meat, home recipe"
22431000,"Pork roll, cured, fried"
27450064,"Tuna salad, made with creamy dressing"
53441210,Basbousa
27311630,"Beef, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; tomato-based sauce"
67108000,"Peaches, baby food, NS as to strained or junior"
58509020,"Spaghetti, tomato sauce, and beef, baby food, junior"
33401000,"Egg substitute, omelet, scrambled, or fried, with cheese, fat added in cooking"
11461270,"Yogurt, frozen, cone, flavors other than chocolate, lowfat milk"
81103020,"Margarine, whipped, tub, salted"
41101050,"Beans, canned, drained, NS as to type and as to fat added in cooking"
27560705,"Sausage balls, made with biscuit mix and cheese"
23150250,"Goat, baked"
54408290,"Pretzels, hard, filled, NFS"
12350225,"Onion dip, light"
51805010,"Bread, sunflower meal"
71505060,"Potato tots, frozen, NS as to fried or baked"
41602070,"Split pea soup, canned, reduced sodium, prepared with water or ready-to-serve"
31108120,"Egg, white, cooked, fat added in cooking"
27564430,"Frankfurter or hot dog sandwich, meatless, plain, on bread"
53452450,Cheese pastry puffs
57337000,"Cereal, rice flakes"
72101200,"Beet greens, cooked, NS as to fat added in cooking"
41101150,"White beans, canned, drained, made with oil"
26121110,"Mackerel, cooked, NS as to cooking method"
32130840,"Egg omelet or scrambled egg, with meat and dark-green vegetables, fat not added in cooking"
53711004,Cereal or granola bar (Quaker Chewy 25% Less Sugar Granola Bar)
58151410,"Sushi, topped with eel"
23120100,"Lamb, roast, cooked, NS as to fat eaten"
32130680,"Egg omelet or scrambled egg, with cheese, tomatoes, and dark-green vegetables, NS as to fat added in cooking"
93301400,Irish Coffee
63101320,"Apple, baked, unsweetened"
23110000,"Lamb, ribs, cooked, lean only eaten"
91703600,"Espresso coffee beans, chocolate-covered"
27320100,"Pork, potatoes, and vegetables including carrots, broccoli, and/or dark-green leafy; tomato-based sauce"
27510486,"Triple cheeseburger, 3 medium patties, with condiments, on bun, from fast food / restaurant"
75222010,"Parsnips, cooked, fat not added in cooking"
58100625,"Enchilada with chicken and beans, green-chile or enchilada sauce"
27517000,"Wrap sandwich filled with beef patty, cheese and spread and/or sauce"
75204023,"Beans, lima, immature, cooked, from canned, fat added in cooking, NS as to type of fat"
71305020,"Potato, scalloped, from fast food or restaurant"
75306010,"Eggplant in tomato sauce, cooked, fat not added in cooking"
27420470,"Sausage and peppers, no sauce"
27116400,Steak tartare
11825000,"Whey, sweet, dry"
41210090,"Stewed beans with pork, tomatoes, and chili peppers, Mexican style"
27220110,Pork and rice with tomato-based sauce
11710689,"Infant formula, powder, made with baby water (Enfamil Enfagrow Toddler Transitions)"
75224044,"Peas, green, cooked, from fresh, made with butter"
75403013,"Beans, string, green, from canned, creamed or with cheese sauce"
57106100,Cereal (General Mills Basic 4)
75235000,Water chestnut
32130900,"Egg omelet or scrambled egg, with meat and vegetables other than dark-green and/or tomatoes, fat not added in cooking"
73201024,"Pumpkin, cooked, NS as to form, made with oil"
23120110,"Lamb, roast, cooked, lean and fat eaten"
75217301,"Flowers or blossoms of sesbania, squash, or lily, fat added in cooking"
41102210,"Fava beans, dry, cooked, fat added in cooking"
41103011,"Lima beans, dry, cooked, made with oil"
27564420,"Frankfurter or hot dog sandwich, meatless, plain, on bun"
26158031,"Tilapia, coated, fried, made with butter"
61101200,"Grapefruit, canned or frozen, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
58131120,"Ravioli, NS as to filling, with cream sauce"
53410300,"Cobbler, berry"
56205215,"Rice, wild, 100%, cooked, fat added in cooking"
75206030,"Beans, string, yellow, cooked, NS as to form, made with oil"
63123110,"Grapes, seedless, cooked or canned, NS as to sweetened or unsweetened; sweetened, NS as to type of sweetener"
11461260,"Yogurt, frozen, cone, flavors other than chocolate"
56116990,"Long rice noodles, made from mung beans, cooked"
72118224,"Greens, cooked, NS as to form, made with oil"
58401200,"Barley soup, sweet, with or without nuts, Asian Style"
53311000,"Pie, rhubarb, two crust"
75216010,"Corn, cooked, NS as to form, NS as to color, fat not added in cooking"
56200990,"Grits, NS as to regular, quick, or instant, NS as to fat added in cooking"
41302110,"Chickpeas, canned, drained, low sodium, fat added in cooking"
14640048,"Cheese sandwich, reduced fat Cheddar cheese, on whole wheat bread, with mayonnaise"
26133110,"Porgy, cooked, NS as to cooking method"
11710697,"Infant formula, powder, made with tap water (Enfamil Enfagrow Toddler Transitions Gentlease)"
58302050,"Beef and noodles with meat sauce and cheese, diet frozen meal"
11512030,"Hot chocolate / Cocoa, ready to drink, made with non-dairy milk"
75214032,"Cauliflower, cooked, from frozen, made with margarine"
31108010,"Egg, white only, raw"
72103020,"Broccoli raab, cooked, fat not added in cooking"
27242400,Chicken or turkey and noodles with tomato-based sauce
27250132,Shrimp and noodles with tomato sauce
26158021,"Tilapia, coated, baked or broiled, made with butter"
56203560,"Oatmeal, reduced sugar, flavored, fat added in cooking"
41102013,"Black, brown, or Bayo beans, dry, cooked, made with margarine"
75224048,"Peas, green, cooked, from frozen, made with margarine"
25230340,"Chicken, prepackaged or deli, luncheon meat, reduced sodium"
58125180,"Cheese quiche, meatless"
71910110,"Green banana, cooked in salt water"
11710634,"Infant formula, liquid concentrate, made with plain bottled water (Enfamil Infant)"
73103023,"Carrots, canned, low sodium, made with margarine"
41303020,"Green or yellow split peas, dry, cooked, NS as to fat added in cooking"
27446320,"Chicken or turkey, breaded, fried, garden salad with bacon and cheese, chicken and/or turkey, bacon, cheese, lettuce and/or greens, tomato and/or carrots, other vegetables, no dressing"
92102020,"Frozen mocha coffee drink, with non-dairy milk"
63103170,"Apricot, cooked or canned, juice pack"
32130440,"Egg omelet or scrambled egg, with dark-green vegetables, fat not added in cooking"
54401170,"Tortilla chips, low fat, unsalted"
57206715,Cereal (General Mills Fiber One Raisin Bran Clusters)
71100100,"Potato, baked, NFS"
72122200,"Mustard greens, cooked, NS as to form, NS as to fat added in cooking"
41107010,"Soybeans, dry, cooked, fat added in cooking"
72132200,"Bitter melon leaves, horseradish leaves, jute leaves, or radish leaves, cooked, fat not added in cooking"
41302012,"Chickpeas, dry, cooked, made with animal fat or meat drippings"
76202000,"Carrots and peas, baby food, strained"
58150530,"Adobo, with rice"
26315190,"Oysters, smoked"
75233223,"Squash, spaghetti, cooked, made with margarine"
81201000,Animal fat or drippings
56205340,"Rice, brown and wild, cooked, fat added in cooking"
63101210,"Apple, cooked or canned, with syrup"
58160620,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat not added in cooking"
42301125,"Peanut butter sandwich, with reduced fat peanut butter, on whole wheat bread"
75221002,"Onions, cooked, from frozen, NS as to fat added in cooking"
56207005,"Cream of wheat, NS as to regular, quick, or instant, fat added in cooking"
27545220,"Turkey or chicken burger, with condiments, on whole wheat bun"
71910210,"Green banana, fried"
95201300,Nutritional powder mix (EAS Soy Protein Powder)
75417010,"Peas, NS as to form, creamed"
11514340,"Hot chocolate / Cocoa, made with no sugar added dry mix and low fat milk"
75215000,"Celery, cooked, NS as to fat added in cooking"
51300220,"Bread, whole wheat, with raisins, toasted"
27320410,"Ham, potatoes, and vegetables excluding carrots, broccoli, and dark-green leafy; no sauce"
41103000,"Lima beans, dry, cooked, NS as to fat added in cooking"
58122320,"Knish, cheese"
93301184,Whiskey and ginger ale
58161472,"Rice, brown, with dark green vegetables, fat not added in cooking"
75202026,"Asparagus, cooked, NS as to form, made with margarine"
63147010,"Rhubarb, raw"
72119201,"Kale, cooked, from fresh, NS as to fat added in cooking"
54403061,"Popcorn, microwave, kettle corn, light"
72128230,"Turnip greens, cooked, from frozen, made with oil"
75127500,"Seaweed, raw"
27450020,Lobster salad
63214000,"Huckleberries, raw"
56205080,"Rice, creamed, made with milk and sugar, Puerto Rican style"
58106360,"Pizza, cheese, with fruit, thick crust"
54408487,"Pretzels, soft, gluten free, coated or flavored"
58160630,"Rice, white, with dark green vegetables and tomatoes and/or tomato-based sauce, fat added in cooking"
75219021,"Mushrooms, cooked, from fresh, fat added in cooking, NS as to type of fat"
27520150,"Bacon, lettuce, and tomato sandwich with spread"
53204000,"Cookie, brownie, NS as to icing"
27136080,Venison or deer with gravy
73407060,"Sweet potato, canned, fat added in cooking"
27564443,"Frankfurter or hot dog sandwich, with chili, on whole grain white bun"
26141120,"Sea bass, baked or broiled, fat added in cooking"
42200510,"Almond butter, lower sodium"
52311010,Popover
53711100,Cereal or granola bar (Quaker Granola Bites)
14640046,"Cheese sandwich, reduced fat Cheddar cheese, on wheat bread, with mayonnaise"
81105010,"Butter-margarine blend, stick, salted"
75219010,"Mushrooms, cooked, NS as to form, fat not added in cooking"
27446360,"Chicken or turkey caesar garden salad, chicken and/or turkey, lettuce, tomato, cheese, no dressing"
56200490,"Buckwheat groats, NS as to fat added in cooking"
75216028,"Corn, cooked, from fresh, NS as to color, made with butter"
53720400,Nutrition bar (Slim Fast Original Meal Bar)
32131080,"Egg omelet or scrambled egg, with cheese, meat, tomatoes, and dark-green vegetables, NS as to fat added in cooking"
95201600,Nutritional powder mix (Isopure)
75216137,"Corn, yellow, cooked, from frozen, made with oil"
58165040,"Rice, white, with vegetables and gravy, fat not added in cooking"
75204030,"Beans, lima, immature, cooked, from frozen, made with oil"
27420250,"Ham and vegetables including carrots broccoli, and/or dark- green leafy; no potatoes, no sauce"
27510577,"Hamburger, 1 small patty, plain, on whole wheat bun"
57306130,Cereal (Malt-O-Meal Raisin Bran)
41103070,"Pink beans, dry, cooked, fat added in cooking"
58402020,"Beef dumpling soup, home recipe, canned or ready-to-serve"
58146303,"Pasta with tomato-based sauce, and added vegetables, ready-to-heat"
32131210,"Egg omelet or scrambled egg, with potatoes and/or onions, fat not added in cooking"
73102229,"Carrots, cooked, from canned, made with margarine"
58131330,"Ravioli, meat-filled, with cream sauce"
31107000,"Egg, whole, pickled"
76409030,"Peas, baby food, toddler"
27510343,"Bacon cheeseburger, 1 medium patty, with condiments, on whole wheat bun"
56205230,"Rice dessert bar, frozen, flavors other than chocolate, nondairy, carob covered"
83300200,"Caesar dressing, fat free"
53344000,"Pie, custard"
58107232,"White pizza, cheese, with meat and vegetables, thin crust"
75228021,"Rutabaga, cooked, made with oil"
67104060,"Applesauce with bananas, baby food, junior"
26117131,"Haddock, coated, baked or broiled, fat not added in cooking"
75204982,"Beans, string, cooked, from frozen, NS as to color, fat added in cooking, NS as to type of fat"
32204010,Scrambled egg sandwich
72201222,"Broccoli, cooked, from frozen, fat added in cooking, NS as to type of fat"
75204033,"Beans, lima, immature, cooked, from canned, made with oil"
27520156,"Bacon, lettuce, tomato, and cheese submarine sandwich, with spread"
58100017,"Burrito, taco, or quesadilla with egg, potato, and breakfast meat, from fast food"
